Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch\. Fee Rate,WEX Connect Rate,Total Charge
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,20/08/2021,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,20/08/2021,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,26,IPOF,IPOF,20/08/2021,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,$1.3000
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.01,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0.49,0,$0.5400
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,19,IPOF,IPOF,20/08/2021,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0.49,0,$10.2600
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0.49,0,$0.5400
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,9,IPOF,IPOF,20/08/2021,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0.49,0,$4.8600
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,15,IPOF,IPOF,20/08/2021,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0.49,0,$8.1000
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0.49,0,$0.5400
0,8/13/2021,DFilippidis,WEX-SWEEP,SLO,-200,MYPS,MYPS,20/08/2021,$5.00,P,$0.40,DIFESA-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(10.0000)
0,8/13/2021,DFilippidis,WEX-SWEEP,BYO,-200,SKIN,SKIN,19/11/2021,$12.50,P,$0.15,DIFESA-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(10.0000)
0,8/13/2021,DFilippidis,WEX-SWEEP-SPRD,BYO,-383,IPOF,IPOF,20/08/2021,$10.00,C,$0.02,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(19.1500)
0,8/13/2021,DFilippidis,WEX-SWEEP-SPRD,BYO,383,IPOF,IPOF,20/08/2021,$10.00,C,$0.02,VIVALDI-BNP-230_ALLOCATIONS,Per Unit,0.05,0,0,$19.1500
0,8/13/2021,DFilippidis,WEX-SWEEP-SPRD,SLO,-383,IPOF,IPOF,19/11/2021,$10.00,C,$0.20,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(19.1500)
0,8/13/2021,DFilippidis,WEX-SWEEP,SLO,-100,PPC,PPC,20/08/2021,$28.00,C,$0.38,HAVENS-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(5.0000)
0,8/13/2021,DFilippidis,WEX-SWEEP,SLO,-187,LUXA,LUXA,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(9.3500)
0,8/13/2021,DFilippidis,,SLO,-905,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(45.2500)
0,8/16/2021,DFilippidis,WEX-SWEEP,SLO,-200,MYPS,MYPS,20/08/2021,$5.00,P,$0.30,DIFESA-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(10.0000)
0,8/16/2021,DFilippidis,WEX-BESTX-OPT,SLO,-96,IPOF,IPOF,19/11/2021,$10.00,C,$0.18,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(4.8000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,20/08/2021,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.4000
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,17/09/2021,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.4000
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(8.4000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,17/09/2021,$55.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.6000
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(0.7000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0.0025,0,$0.0525
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,17,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(11.9000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,13,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(9.1000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,30,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(21.0000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,10,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(7.0000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0.0025,0,$0.0525
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.6000
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,23,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(16.1000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,19,EWT,EWT,20/08/2021,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.9500
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,19,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.9500
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,27,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(18.9000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,27,EWT,EWT,17/09/2021,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(18.9000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,20/08/2021,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.4000
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,17/09/2021,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.4000
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(8.4000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,17/09/2021,$55.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.6000
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,11,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(7.7000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,11,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(7.7000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.6000
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(8.4000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,30,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(21.0000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,30,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(21.0000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0.0025,0,$0.0525
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0.0025,0,$0.0525
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,27,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(18.9000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,27,EWT,EWT,17/09/2021,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(18.9000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,19,EWT,EWT,20/08/2021,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.9500
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,19,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.9500
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,6,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(4.2000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,6,EWT,EWT,17/09/2021,$55.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.3000
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,6,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(4.2000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,6,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(4.2000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(8.4000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,9,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(6.3000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0.0025,0,$0.0525
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,5,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.2500
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,15,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(10.5000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.0500
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0.0025,0,$0.0525
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,14,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(9.8000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,14,EWT,EWT,17/09/2021,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,-0.75,0,$(9.8000)
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,10,EWT,EWT,20/08/2021,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.5000
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,10,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.5000
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,2,EWT,EWT,20/08/2021,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.1000
0,8/17/2021,DSmanik,WEX-SWEEP-SPRD,SLO,2,EWT,EWT,17/09/2021,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,$0.1000
0,8/17/2021,DFilippidis,WEX-SWEEP-SPRD,SLO,-300,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(15.0000)
0,8/17/2021,DFilippidis,WEX-SWEEP-SPRD,SLO,300,EWT,EWT,17/09/2021,$55.00,P,$0.56,NEWFOUNDLAND-ML-551_ALLOCATIONS,Per Unit,0.05,0,0,$15.0000
0,8/17/2021,DFilippidis,WEX-SWEEP-SPRD,BYO,-300,EWT,EWT,17/09/2021,$60.00,P,$1.65,NEWFOUNDLAND-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(15.0000)
0,8/17/2021,DFilippidis,WEX-SWEEP-SPRD,SLO,-300,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(15.0000)
0,8/17/2021,DFilippidis,WEX-SWEEP-SPRD,SLO,300,EWT,EWT,20/08/2021,$60.00,P,$0.54,NEWFOUNDLAND-ML-551_ALLOCATIONS,Per Unit,0.05,0,0,$15.0000
0,8/20/2021,DFilippidis,CBOE-WEX-CONNECT,SLC,"2,500",.VIX,VIX,15/09/2021,$16.00,P,$0.18,UBS-CUST,Per Unit,0.05,0,0.02,$175.0000
0,8/20/2021,DFilippidis,WEX-SWEEP,SLO,-69,MYPS,MYPS,20/08/2021,$5.00,P,$0.61,DIFESA-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(3.4500)
0,8/20/2021,DFilippidis,WEX-SWEEP,SLO,-2,SUNL,SUNL,20/08/2021,$7.50,P,$2.30,DIFESA-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(0.1000)
0,8/20/2021,DFilippidis,WEX-SWEEP,SLO,-199,IPOF,IPOF,17/12/2021,$10.00,C,$0.20,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(9.9500)
0,8/26/2021,DSmanik,CBOE-OPT,BYO,8,HPQ,HPQ,17/09/2021,$27.00,P,$0.47,CITI,Per Unit,0.05,0,0,$0.4000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,8,HPQ,HPQ,17/09/2021,$27.00,P,$0.47,CITI,Per Unit,0.05,0,0,$0.4000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,8,HPQ,HPQ,17/09/2021,$27.00,P,$0.47,CITI,Per Unit,0.05,0,0,$0.4000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,3,HPQ,HPQ,17/09/2021,$27.00,P,$0.47,CITI,Per Unit,0.05,0,0,$0.1500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,3,HPQ,HPQ,17/09/2021,$27.00,P,$0.47,CITI,Per Unit,0.05,0,0,$0.1500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.47,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.47,CITI,Per Unit,0.05,0,0,$0.0500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.47,CITI,Per Unit,0.05,0,0,$0.0500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,10,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.5000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,10,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.5000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,16,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.8000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,10,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.5000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,4,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,45,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$2.2500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,45,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$2.2500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,4,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,4,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,4,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,4,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,4,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2000
0,8/26/2021,DSmanik,ISE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500
0,8/26/2021,DSmanik,ISE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,16,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.8000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,17,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.8500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,4,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2000
0,8/26/2021,DSmanik,ISE-OPT,BYO,13,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.6500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,12,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.6000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,11,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.5500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,8,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.4000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500
0,8/26/2021,DSmanik,ISE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500
0,8/26/2021,DSmanik,ISE-OPT,BYO,7,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.3500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,10,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.5000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,11,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.5500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,3,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,46,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$2.3000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,4,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,ISE-OPT,BYO,5,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,6,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.3000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,5,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2500
0,8/26/2021,DSmanik,ISE-OPT,BYO,5,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500
0,8/26/2021,DSmanik,ISE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,14,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.7000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,15,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.7500
0,8/26/2021,DSmanik,ISE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500
0,8/26/2021,DSmanik,ISE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500
0,8/26/2021,DSmanik,ISE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,25,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$1.2500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,7,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.3500
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,ISE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,ISE-OPT,BYO,7,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.3500
0,8/26/2021,DSmanik,ISE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000
0,8/26/2021,DSmanik,CBOE-OPT,BYO,5,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2500
