User,Date,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch\. Fee Rate,Clearing Fee,Total Charge,modifiedDate,modifiedUser,modifiedSide,modifiedExecQty,modifiedSecurity,modifiedRoot,modifiedExpiry,modifiedStrike,modifiedCallPut,modifiedAveragePrice,modifiedPortfolio,modifiedCommissionType,modifiedCommissionRate,modifiedTotalCharge
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,66,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$35.6400,8/13/2021,dsmanik,b,66,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,35.64
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,58,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$31.3200,8/13/2021,dsmanik,b,58,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,31.32
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,0.54
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,0.54
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,40,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$21.6000,8/13/2021,dsmanik,b,40,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,21.6
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,10,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$5.4000,8/13/2021,dsmanik,b,10,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,5.4
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$1.0800,8/13/2021,dsmanik,b,2,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,1.08
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.03,vivaldi,per unit,0.05,0.54
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,68,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$36.7200,8/13/2021,dsmanik,b,68,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,36.72
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,0.54
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,0.54
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$2.1600,8/13/2021,dsmanik,b,4,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,2.16
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,0.54
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,0.54
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,12,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$6.4800,8/13/2021,dsmanik,b,12,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,6.48
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.03,vivaldi,per unit,0.05,0.54
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.1000,8/13/2021,dsmanik,b,2,ipof,ipof,8/20/2021,10,c,0.03,vivaldi,per unit,0.05,0.1
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.1000,8/13/2021,dsmanik,b,2,ipof,ipof,8/20/2021,10,c,0.03,vivaldi,per unit,0.05,0.1
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,2,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$1.0800,8/13/2021,dsmanik,b,2,ipof,ipof,8/20/2021,10,c,0.03,vivaldi,per unit,0.05,1.08
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,11,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$5.9400,8/13/2021,dsmanik,b,11,ipof,ipof,8/20/2021,10,c,0.03,vivaldi,per unit,0.05,5.94
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000,8/13/2021,dsmanik,b,4,ipof,ipof,8/20/2021,10,c,0.03,vivaldi,per unit,0.05,0.2
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000,8/13/2021,dsmanik,b,4,ipof,ipof,8/20/2021,10,c,0.03,vivaldi,per unit,0.05,0.2
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000,8/13/2021,dsmanik,b,4,ipof,ipof,8/20/2021,10,c,0.03,vivaldi,per unit,0.05,0.2
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,0.54
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.0500,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,0.05
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000,8/13/2021,dsmanik,b,4,ipof,ipof,8/20/2021,10,c,0.03,vivaldi,per unit,0.05,0.2
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.2000,8/13/2021,dsmanik,b,4,ipof,ipof,8/20/2021,10,c,0.03,vivaldi,per unit,0.05,0.2
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,26,IPOF,IPOF,2021-08-20,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$1.3000,8/13/2021,dsmanik,b,26,ipof,ipof,8/20/2021,10,c,0.03,vivaldi,per unit,0.05,1.3
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.01,VIVALDI-OMNI,Per Unit,0.05,0,0,0,$0.0500,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.01,vivaldi,per unit,0.05,0.05
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,0.54
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,19,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$10.2600,8/13/2021,dsmanik,b,19,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,10.26
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,0.54
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,9,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$4.8600,8/13/2021,dsmanik,b,9,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,4.86
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,15,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$8.1000,8/13/2021,dsmanik,b,15,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,8.1
DSmanik,8/13/2021,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,2021-08-20,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0,$0.5400,8/13/2021,dsmanik,b,1,ipof,ipof,8/20/2021,10,c,0.02,vivaldi,per unit,0.05,0.54
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.4000,8/17/2021,dsmanik,s,8,ewt,ewt,8/20/2021,60,p,0.53,newfoundland,per unit,0.05,0.4
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.4000,8/17/2021,dsmanik,s,8,ewt,ewt,9/17/2021,55,p,0.55,newfoundland,per unit,0.05,0.4
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(8.4000),8/17/2021,dsmanik,s,12,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,8.4
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-09-17,$55.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.6000,8/17/2021,dsmanik,s,12,ewt,ewt,9/17/2021,55,p,0.54,newfoundland,per unit,0.05,0.6
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(0.7000),8/17/2021,dsmanik,s,1,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,0.7
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525,8/17/2021,dsmanik,s,1,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,0.0525
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,17,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(11.9000),8/17/2021,dsmanik,s,17,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,11.9
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,13,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(9.1000),8/17/2021,dsmanik,s,13,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,9.1
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,30,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(21.0000),8/17/2021,dsmanik,s,30,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,21
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,10,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(7.0000),8/17/2021,dsmanik,s,10,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,7
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525,8/17/2021,dsmanik,s,1,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,0.0525
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.6000,8/17/2021,dsmanik,s,12,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,0.6
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,23,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(16.1000),8/17/2021,dsmanik,s,23,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,16.1
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,19,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.9500,8/17/2021,dsmanik,s,19,ewt,ewt,8/20/2021,60,p,0.53,newfoundland,per unit,0.05,0.95
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,19,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.9500,8/17/2021,dsmanik,s,19,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,0.95
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,27,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(18.9000),8/17/2021,dsmanik,s,27,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,18.9
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,27,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(18.9000),8/17/2021,dsmanik,s,27,ewt,ewt,9/17/2021,55,p,0.55,newfoundland,per unit,0.05,18.9
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.4000,8/17/2021,dsmanik,s,8,ewt,ewt,8/20/2021,60,p,0.53,newfoundland,per unit,0.05,0.4
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,8,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.4000,8/17/2021,dsmanik,s,8,ewt,ewt,9/17/2021,55,p,0.55,newfoundland,per unit,0.05,0.4
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(8.4000),8/17/2021,dsmanik,s,12,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,8.4
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-09-17,$55.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.6000,8/17/2021,dsmanik,s,12,ewt,ewt,9/17/2021,55,p,0.54,newfoundland,per unit,0.05,0.6
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,11,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(7.7000),8/17/2021,dsmanik,s,11,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,7.7
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,11,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(7.7000),8/17/2021,dsmanik,s,11,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,7.7
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.6000,8/17/2021,dsmanik,s,12,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,0.6
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(8.4000),8/17/2021,dsmanik,s,12,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,8.4
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,30,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(21.0000),8/17/2021,dsmanik,s,30,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,21
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,30,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(21.0000),8/17/2021,dsmanik,s,30,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,21
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525,8/17/2021,dsmanik,s,1,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,0.0525
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525,8/17/2021,dsmanik,s,1,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,0.0525
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,27,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(18.9000),8/17/2021,dsmanik,s,27,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,18.9
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,27,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(18.9000),8/17/2021,dsmanik,s,27,ewt,ewt,9/17/2021,55,p,0.55,newfoundland,per unit,0.05,18.9
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,19,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.9500,8/17/2021,dsmanik,s,19,ewt,ewt,8/20/2021,60,p,0.53,newfoundland,per unit,0.05,0.95
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,19,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.9500,8/17/2021,dsmanik,s,19,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,0.95
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,6,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(4.2000),8/17/2021,dsmanik,s,6,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,4.2
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,6,EWT,EWT,2021-09-17,$55.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.3000,8/17/2021,dsmanik,s,6,ewt,ewt,9/17/2021,55,p,0.54,newfoundland,per unit,0.05,0.3
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,6,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(4.2000),8/17/2021,dsmanik,s,6,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,4.2
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,6,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(4.2000),8/17/2021,dsmanik,s,6,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,4.2
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,12,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(8.4000),8/17/2021,dsmanik,s,12,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,8.4
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,9,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(6.3000),8/17/2021,dsmanik,s,9,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,6.3
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525,8/17/2021,dsmanik,s,1,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,0.0525
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,5,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.2500,8/17/2021,dsmanik,s,5,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,0.25
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,15,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(10.5000),8/17/2021,dsmanik,s,15,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,10.5
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.0500,8/17/2021,dsmanik,s,1,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,0.05
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,1,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0.0025,0,$0.0525,8/17/2021,dsmanik,s,1,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,0.0525
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,14,EWT,EWT,2021-08-20,$60.00,P,$0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(9.8000),8/17/2021,dsmanik,s,14,ewt,ewt,8/20/2021,60,p,0.54,newfoundland,per unit,0.05,9.8
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,14,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,-0.75,0,$(9.8000),8/17/2021,dsmanik,s,14,ewt,ewt,9/17/2021,55,p,0.55,newfoundland,per unit,0.05,9.8
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,10,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.5000,8/17/2021,dsmanik,s,10,ewt,ewt,8/20/2021,60,p,0.53,newfoundland,per unit,0.05,0.5
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,10,EWT,EWT,2021-09-17,$55.00,P,$0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.5000,8/17/2021,dsmanik,s,10,ewt,ewt,9/17/2021,55,p,0.56,newfoundland,per unit,0.05,0.5
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,2,EWT,EWT,2021-08-20,$60.00,P,$0.53,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.1000,8/17/2021,dsmanik,s,2,ewt,ewt,8/20/2021,60,p,0.53,newfoundland,per unit,0.05,0.1
DSmanik,8/17/2021,WEX-SWEEP-SPRD,SLO,2,EWT,EWT,2021-09-17,$55.00,P,$0.55,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0,$0.1000,8/17/2021,dsmanik,s,2,ewt,ewt,9/17/2021,55,p,0.55,newfoundland,per unit,0.05,0.1
DFilippidis,8/20/2021,CBOE-WEX-CONNECT,SLC,2500,.VIX,VIX,2021-09-15,$16.00,P,$0.18,UBS-CUST,Per Unit,0.05,0.02,0,0,$175.0000,8/20/2021,dfilippidis,s,2500,.vix,vix,9/15/2021,16,p,0.18,ubs,per unit,0.05,175
